repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.62384106,0.605588637,0.740166751,0.551942573,0.740166751,"[0.7692147034252297, 0.7350464576074331, 0.7053435114503817, 0.7254578754578755, 0.7209645669291338, 0.7695094760312152, 0.7541703248463565, 0.6977671451355661, 0.7263993316624896, 0.7977941176470589]"
