repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5630872483221476,0.6357888348765707,0.7226430495238908,0.5406466351525288,0.7226430495238908,"[0.7349046015712682, 0.736642380085003, 0.71475, 0.6995833333333333, 0.6961466517022072, 0.7199193548387097, 0.7336404914529915, 0.73, 0.7381160369804178, 0.7227276452749775]"
