repeated_times,Accuracy,Precision,Recall,F1,AUC,CV_list(AUC)
10,0.5172413793103449,0.5517759177248133,0.620563701210205,0.44381594938284386,0.620563701210205,"[0.7051282051282052, 0.6547169811320754, 0.6075471698113208, 0.30092592592592593, 0.803921568627451, 0.6282051282051282, 0.575, 0.6132075471698113, 0.6022408963585435, 0.7147435897435899]"
